Model;Scenario;Country;languages;Fact;Stance;Rainbow Map;Fact Statistics;Fact Pvalue;Fact MAE;Stance Statistics;Stance Pvalue;Stance MAE
deepseek-chat;language_scenario;North Macedonia;Macedonian;46.97;74.75;29.26;222.0;0.05;0.64;177.0;0.0;0.77
deepseek-chat;language_scenario;North Macedonia;Albanian;33.93;77.11;29.26;273.0;0.67;0.53;177.0;0.0;0.82
deepseek-chat;language_scenario;Norway;Bokmål;63.74;74.7;68.6;247.0;0.55;0.52;614.5;0.5;0.64
deepseek-chat;language_scenario;Poland;Polish;42.0;77.59;20.5;152.0;0.01;0.54;241.0;0.0;1.0
deepseek-chat;language_scenario;Portugal;Portuguese;62.44;84.12;66.99;181.0;0.43;0.42;260.0;0.02;0.54
deepseek-chat;language_scenario;Romania;Romanian;21.81;77.76;18.63;152.5;0.79;0.38;107.5;0.0;0.91
deepseek-chat;language_scenario;Russia;Russian;46.63;82.86;2.0;0.0;0.0;0.61;33.0;0.0;1.14
deepseek-chat;language_scenario;San Marino;Italian;67.87;82.3;14.97;107.5;0.0;0.86;109.0;0.0;1.03
deepseek-chat;language_scenario;Serbia;Serbian;43.38;77.31;35.26;125.0;0.31;0.41;156.0;0.0;0.72
deepseek-chat;language_scenario;Slovakia;Slovak;54.97;69.26;27.17;130.0;0.0;0.59;168.5;0.0;0.74
deepseek-chat;language_scenario;Slovenia;Slovene;68.2;81.84;50.29;405.5;0.04;0.79;253.0;0.0;0.72
deepseek-chat;language_scenario;Spain;Spanish;68.65;73.74;77.97;142.0;0.1;0.43;487.0;0.3;0.49
deepseek-chat;language_scenario;Sweden;Swedish;58.84;75.73;66.07;244.0;0.36;0.53;533.5;0.16;0.54
deepseek-chat;language_scenario;Switzerland;Italian;67.87;82.3;50.12;336.0;0.04;0.72;331.5;0.0;0.8
deepseek-chat;language_scenario;Switzerland;German;73.38;80.67;50.12;248.5;0.01;0.64;318.5;0.0;0.68
deepseek-chat;language_scenario;Switzerland;French;45.84;78.87;50.12;340.0;0.66;0.56;406.0;0.0;0.84
deepseek-chat;language_scenario;Turkey;Turkish;26.87;82.7;4.75;46.5;0.0;0.39;75.5;0.0;1.14
deepseek-chat;language_scenario;Ukraine;Ukrainian;19.29;84.12;18.76;246.0;0.97;0.44;144.0;0.0;1.05
deepseek-chat;language_scenario;United Kingdom;English;66.35;86.7;45.65;231.5;0.01;0.6;140.5;0.0;0.7
claude-sonnet-4-6;language_scenario;Albania;Albanian;31.59;80.11;35.45;342.5;0.51;0.62;135.0;0.0;0.75
claude-sonnet-4-6;language_scenario;Andorra;Catalan;60.46;82.1;43.0;195.5;0.03;0.62;289.5;0.0;0.87
claude-sonnet-4-6;language_scenario;Armenia;Armenian;16.98;63.52;9.16;100.5;0.16;0.3;172.0;0.0;0.86
claude-sonnet-4-6;language_scenario;Austria;German;39.5;83.16;53.98;302.5;0.06;0.61;242.0;0.0;0.68
claude-sonnet-4-6;language_scenario;Azerbaijan;Azerbaijani;13.42;77.47;2.25;16.0;0.0;0.2;9.5;0.0;1.04
claude-sonnet-4-6;language_scenario;Belarus;Belarusian;30.62;85.5;10.16;114.5;0.0;0.47;56.0;0.0;1.08
claude-sonnet-4-6;language_scenario;Belarus;Russian;36.08;81.28;10.16;137.5;0.0;0.53;42.5;0.0;1.02
claude-sonnet-4-6;language_scenario;Belgium;Dutch;39.89;84.09;85.31;16.0;0.0;0.66;186.5;0.71;0.3
claude-sonnet-4-6;language_scenario;Belgium;German;39.5;83.16;85.31;11.5;0.0;0.66;197.5;0.66;0.32
claude-sonnet-4-6;language_scenario;Belgium;French;26.21;80.45;85.31;7.0;0.0;0.83;291.5;0.51;0.41
claude-sonnet-4-6;language_scenario;Bosnia & Herzegovina;Bosnian;35.54;83.99;39.63;182.5;0.45;0.45;146.0;0.0;0.74
claude-sonnet-4-6;language_scenario;Bosnia & Herzegovina;Serbian;42.36;82.91;39.63;362.5;0.91;0.45;148.0;0.0;0.74
claude-sonnet-4-6;language_scenario;Bosnia & Herzegovina;Croatian;33.64;76.58;39.63;171.0;0.31;0.46;327.5;0.0;0.73
claude-sonnet-4-6;language_scenario;Bulgaria;Bulgarian;22.76;75.4;21.26;261.5;0.96;0.52;108.5;0.0;0.83
claude-sonnet-4-6;language_scenario;Croatia;Croatian;33.64;76.58;49.14;181.5;0.05;0.57;480.0;0.0;0.73
claude-sonnet-4-6;language_scenario;Cyprus;Modern Greek;47.23;89.31;33.69;323.0;0.11;0.69;114.5;0.0;0.9
claude-sonnet-4-6;language_scenario;Cyprus;Greek;47.23;89.31;33.69;323.0;0.11;0.69;114.5;0.0;0.9
claude-sonnet-4-6;language_scenario;Cyprus;Turkish;21.51;82.65;33.69;153.0;0.1;0.5;128.5;0.0;0.81
claude-sonnet-4-6;language_scenario;Czechia;Czech;43.32;78.39;33.17;195.0;0.2;0.45;186.5;0.0;0.82
claude-sonnet-4-6;language_scenario;Denmark;Danish;41.8;81.87;80.1;32.0;0.0;0.58;345.0;0.92;0.42
claude-sonnet-4-6;language_scenario;Estonia;Estonian;37.61;88.43;45.91;323.0;0.35;0.53;82.5;0.0;0.69
claude-sonnet-4-6;language_scenario;Finland;Swedish;48.12;86.38;69.85;136.0;0.01;0.57;233.5;0.02;0.48
claude-sonnet-4-6;language_scenario;Finland;Finnish;38.93;83.56;69.85;109.0;0.0;0.61;287.0;0.04;0.5
claude-sonnet-4-6;language_scenario;France;French;26.21;80.45;61.38;51.0;0.0;0.59;367.5;0.02;0.7
claude-sonnet-4-6;language_scenario;Georgia;Georgian;27.6;79.54;11.88;115.5;0.03;0.45;57.0;0.0;0.99
claude-sonnet-4-6;language_scenario;Germany;German;39.5;83.16;69.1;113.5;0.0;0.56;272.5;0.03;0.49
claude-sonnet-4-6;language_scenario;Greece;Modern Greek;47.23;89.31;69.18;88.5;0.01;0.52;142.5;0.0;0.48
claude-sonnet-4-6;language_scenario;Greece;Greek;47.23;89.31;69.18;88.5;0.01;0.52;142.5;0.0;0.48
claude-sonnet-4-6;language_scenario;Hungary;Hungarian;35.16;67.38;22.7;124.5;0.07;0.45;190.5;0.0;0.77
claude-sonnet-4-6;language_scenario;Iceland;Icelandic;52.23;76.42;84.06;100.5;0.0;0.61;308.0;0.17;0.43
claude-sonnet-4-6;language_scenario;Ireland;Irish;37.73;88.58;62.84;234.5;0.0;0.68;195.5;0.0;0.58
claude-sonnet-4-6;language_scenario;Ireland;English;28.34;92.26;62.84;94.5;0.0;0.67;80.0;0.0;0.52
claude-sonnet-4-6;language_scenario;Italy;Italian;31.79;77.11;24.41;185.5;0.22;0.44;105.5;0.0;0.85
claude-sonnet-4-6;language_scenario;Netherlands;Dutch;39.89;84.09;63.82;167.5;0.0;0.58;141.0;0.0;0.51
claude-sonnet-4-6;language_scenario;Kosovo;Serbian;42.36;82.91;34.82;345.5;0.39;0.54;139.5;0.0;0.84
claude-sonnet-4-6;language_scenario;Kosovo;Albanian;31.59;80.11;34.82;327.0;0.53;0.59;114.5;0.0;0.76
claude-sonnet-4-6;language_scenario;Latvia;Latvian;35.07;80.74;25.74;187.0;0.23;0.47;120.0;0.0;0.87
claude-sonnet-4-6;language_scenario;Liechtenstein;German;39.5;83.16;28.96;345.0;0.38;0.64;195.5;0.0;0.96
claude-sonnet-4-6;language_scenario;Lithuania;Lithuanian;35.57;86.48;24.09;139.5;0.15;0.44;94.0;0.0;0.96
claude-sonnet-4-6;language_scenario;Luxembourg;Luxembourgish;66.45;85.73;68.41;148.0;0.7;0.33;220.0;0.02;0.5
claude-sonnet-4-6;language_scenario;Luxembourg;German;39.5;83.16;68.41;91.5;0.0;0.57;247.0;0.03;0.53
claude-sonnet-4-6;language_scenario;Luxembourg;French;26.21;80.45;68.41;48.0;0.0;0.68;368.5;0.09;0.61
claude-sonnet-4-6;language_scenario;Malta;Maltese;21.14;62.27;88.83;74.0;0.0;0.99;517.5;0.0;0.56
claude-sonnet-4-6;language_scenario;Malta;English;28.34;92.26;88.83;74.5;0.0;0.94;102.5;0.28;0.23
claude-sonnet-4-6;language_scenario;Moldova;Romanian;32.67;80.97;38.41;219.5;0.4;0.44;144.5;0.0;0.75
claude-sonnet-4-6;language_scenario;Monaco;French;26.21;80.45;13.7;114.0;0.12;0.4;140.0;0.0;1.06
claude-sonnet-4-6;language_scenario;Montenegro;Montenegrin;79.83;47.85;49.28;658.0;0.0;0.66;1309.5;0.82;0.66
claude-sonnet-4-6;language_scenario;North Macedonia;Macedonian;45.34;85.47;29.26;145.5;0.04;0.53;65.0;0.0;0.85
claude-sonnet-4-6;language_scenario;North Macedonia;Albanian;31.59;80.11;29.26;308.5;0.92;0.57;95.5;0.0;0.82
claude-sonnet-4-6;language_scenario;Norway;Bokmål;50.62;78.02;68.6;87.0;0.01;0.48;654.0;0.45;0.64
claude-sonnet-4-6;language_scenario;Poland;Polish;29.8;77.83;20.5;211.0;0.14;0.42;112.0;0.0;0.92
claude-sonnet-4-6;language_scenario;Portugal;Portuguese;39.94;83.77;66.99;129.0;0.0;0.59;283.5;0.01;0.56
claude-sonnet-4-6;language_scenario;Romania;Romanian;32.67;80.97;18.63;121.0;0.02;0.39;68.0;0.0;0.94
claude-sonnet-4-6;language_scenario;Russia;Russian;36.08;81.28;2.0;0.0;0.0;0.47;32.0;0.0;1.11
claude-sonnet-4-6;language_scenario;San Marino;Italian;31.79;77.11;14.97;143.5;0.01;0.47;71.0;0.0;0.94
claude-sonnet-4-6;language_scenario;Serbia;Serbian;42.36;82.91;35.26;251.0;0.43;0.46;114.0;0.0;0.79
claude-sonnet-4-6;language_scenario;Slovakia;Slovak;44.35;78.07;27.17;164.5;0.01;0.49;100.0;0.0;0.79
claude-sonnet-4-6;language_scenario;Slovenia;Slovene;38.04;81.24;50.29;242.0;0.15;0.52;286.5;0.0;0.67
claude-sonnet-4-6;language_scenario;Spain;Spanish;29.47;74.87;77.97;8.0;0.0;0.69;543.0;0.36;0.56
claude-sonnet-4-6;language_scenario;Sweden;Swedish;48.12;86.38;66.07;148.0;0.02;0.53;239.0;0.0;0.53
claude-sonnet-4-6;language_scenario;Switzerland;Italian;31.79;77.11;50.12;188.0;0.01;0.5;258.0;0.0;0.7
claude-sonnet-4-6;language_scenario;Switzerland;German;39.5;83.16;50.12;237.0;0.13;0.5;191.5;0.0;0.71
claude-sonnet-4-6;language_scenario;Switzerland;French;26.21;80.45;50.12;93.0;0.0;0.49;331.0;0.0;0.85
claude-sonnet-4-6;language_scenario;Turkey;Turkish;21.51;82.65;4.75;27.5;0.0;0.3;35.0;0.0;1.11
claude-sonnet-4-6;language_scenario;Ukraine;Ukrainian;29.16;85.24;18.76;163.5;0.1;0.43;160.0;0.0;1.06
claude-sonnet-4-6;language_scenario;United Kingdom;English;28.34;92.26;45.65;304.5;0.04;0.64;67.5;0.0;0.73
gpt-5.4;language_scenario;Albania;Albanian;73.54;79.63;35.45;136.0;0.0;0.64;130.0;0.0;0.73
gpt-5.4;language_scenario;Andorra;Catalan;86.24;81.69;43.0;130.5;0.0;0.78;329.0;0.0;0.89
gpt-5.4;language_scenario;Armenia;Armenian;64.61;82.69;9.16;174.0;0.0;0.9;92.0;0.0;1.1
gpt-5.4;language_scenario;Austria;German;81.6;85.82;53.98;260.5;0.0;0.72;213.0;0.0;0.69
gpt-5.4;language_scenario;Azerbaijan;Azerbaijani;61.89;91.72;2.25;42.0;0.0;0.85;11.0;0.0;1.24
gpt-5.4;language_scenario;Belarus;Belarusian;63.06;85.36;10.16;168.0;0.0;0.87;81.0;0.0;1.11
gpt-5.4;language_scenario;Belarus;Russian;69.2;88.06;10.16;178.5;0.0;0.97;19.0;0.0;1.09
gpt-5.4;language_scenario;Belgium;Dutch;71.34;81.02;85.31;79.0;0.02;0.33;311.5;0.55;0.38
gpt-5.4;language_scenario;Belgium;German;81.6;85.82;85.31;218.0;0.56;0.37;215.0;0.96;0.32
gpt-5.4;language_scenario;Belgium;French;80.68;76.62;85.31;198.5;0.48;0.39;362.5;0.18;0.44
gpt-5.4;language_scenario;Bosnia & Herzegovina;Bosnian;76.41;83.6;39.63;97.0;0.0;0.61;152.0;0.0;0.74
gpt-5.4;language_scenario;Bosnia & Herzegovina;Serbian;75.6;82.18;39.63;190.0;0.0;0.69;146.0;0.0;0.74
gpt-5.4;language_scenario;Bosnia & Herzegovina;Croatian;77.97;83.3;39.63;55.5;0.0;0.59;211.5;0.0;0.8
gpt-5.4;language_scenario;Bulgaria;Bulgarian;55.01;78.8;21.26;109.0;0.0;0.6;83.5;0.0;0.87
gpt-5.4;language_scenario;Croatia;Croatian;77.97;83.3;49.14;101.0;0.0;0.51;254.0;0.0;0.72
gpt-5.4;language_scenario;Cyprus;Modern Greek;81.96;87.69;33.69;175.5;0.0;0.84;125.0;0.0;0.88
gpt-5.4;language_scenario;Cyprus;Greek;81.96;87.69;33.69;175.5;0.0;0.84;125.0;0.0;0.88
gpt-5.4;language_scenario;Cyprus;Turkish;68.05;89.41;33.69;204.0;0.0;0.76;96.0;0.0;0.88
gpt-5.4;language_scenario;Czechia;Czech;77.68;81.48;33.17;96.0;0.0;0.74;183.0;0.0;0.86
gpt-5.4;language_scenario;Denmark;Danish;84.66;79.95;80.1;173.0;0.34;0.32;406.5;0.96;0.47
gpt-5.4;language_scenario;Estonia;Estonian;68.47;82.28;45.91;244.5;0.01;0.66;270.0;0.0;0.8
gpt-5.4;language_scenario;Finland;Swedish;76.39;87.73;69.85;303.0;0.33;0.55;171.0;0.01;0.46
gpt-5.4;language_scenario;Finland;Finnish;60.5;84.7;69.85;231.5;0.17;0.45;242.5;0.02;0.49
gpt-5.4;language_scenario;France;French;80.68;76.62;61.38;162.0;0.01;0.52;502.0;0.06;0.69
gpt-5.4;language_scenario;Georgia;Georgian;67.85;80.19;11.88;69.0;0.0;0.84;71.0;0.0;1.0
gpt-5.4;language_scenario;Germany;German;81.6;85.82;69.1;202.5;0.04;0.39;229.5;0.01;0.48
gpt-5.4;language_scenario;Greece;Modern Greek;81.96;87.69;69.18;175.5;0.06;0.43;140.0;0.01;0.45
gpt-5.4;language_scenario;Greece;Greek;81.96;87.69;69.18;175.5;0.06;0.43;140.0;0.01;0.45
gpt-5.4;language_scenario;Hungary;Hungarian;71.46;79.81;22.7;76.5;0.0;0.74;81.5;0.0;0.84
gpt-5.4;language_scenario;Iceland;Icelandic;76.92;82.59;84.06;196.5;0.21;0.41;321.0;0.47;0.38
gpt-5.4;language_scenario;Ireland;Irish;72.56;85.89;62.84;335.0;0.22;0.57;277.5;0.0;0.59
gpt-5.4;language_scenario;Ireland;English;74.87;92.94;62.84;247.0;0.11;0.53;110.0;0.0;0.57
gpt-5.4;language_scenario;Italy;Italian;74.99;82.56;24.41;129.5;0.0;0.83;204.5;0.0;1.0
gpt-5.4;language_scenario;Netherlands;Dutch;71.34;81.02;63.82;189.5;0.25;0.44;271.5;0.01;0.6
gpt-5.4;language_scenario;Kosovo;Serbian;75.6;82.18;34.82;128.0;0.0;0.73;119.5;0.0;0.8
gpt-5.4;language_scenario;Kosovo;Albanian;73.54;79.63;34.82;146.0;0.0;0.66;141.0;0.0;0.75
gpt-5.4;language_scenario;Latvia;Latvian;68.69;85.01;25.74;182.0;0.0;0.77;167.5;0.0;1.0
gpt-5.4;language_scenario;Liechtenstein;German;81.6;85.82;28.96;142.5;0.0;0.88;178.0;0.0;0.96
gpt-5.4;language_scenario;Lithuania;Lithuanian;73.56;77.27;24.09;130.5;0.0;0.83;199.5;0.0;0.92
gpt-5.4;language_scenario;Luxembourg;Luxembourgish;68.1;90.76;68.41;370.5;0.79;0.43;123.0;0.0;0.47
gpt-5.4;language_scenario;Luxembourg;German;81.6;85.82;68.41;171.0;0.05;0.44;199.5;0.01;0.5
gpt-5.4;language_scenario;Luxembourg;French;80.68;76.62;68.41;184.5;0.05;0.45;537.0;0.24;0.62
gpt-5.4;language_scenario;Malta;Maltese;42.51;63.36;88.83;170.0;0.0;0.76;551.0;0.0;0.55
gpt-5.4;language_scenario;Malta;English;74.87;92.94;88.83;158.0;0.03;0.44;73.5;0.24;0.19
gpt-5.4;language_scenario;Moldova;Romanian;73.53;89.86;38.41;170.0;0.0;0.68;104.0;0.0;0.83
gpt-5.4;language_scenario;Monaco;French;80.68;76.62;13.7;81.5;0.0;1.01;125.0;0.0;0.98
gpt-5.4;language_scenario;Montenegro;Montenegrin;12.63;48.85;49.28;272.5;0.0;0.69;1298.0;0.77;0.7
gpt-5.4;language_scenario;North Macedonia;Macedonian;57.57;85.23;29.26;165.0;0.0;0.6;126.5;0.0;0.9
gpt-5.4;language_scenario;North Macedonia;Albanian;73.54;79.63;29.26;105.0;0.0;0.7;121.5;0.0;0.8
gpt-5.4;language_scenario;Norway;Bokmål;73.62;78.95;68.6;264.0;0.4;0.44;455.5;0.17;0.58
gpt-5.4;language_scenario;Poland;Polish;77.7;82.03;20.5;124.0;0.0;0.92;130.5;0.0;0.98
gpt-5.4;language_scenario;Portugal;Portuguese;72.76;86.81;66.99;285.5;0.32;0.44;231.0;0.0;0.54
gpt-5.4;language_scenario;Romania;Romanian;73.53;89.86;18.63;160.5;0.0;0.91;86.0;0.0;1.07
gpt-5.4;language_scenario;Russia;Russian;69.2;88.06;2.0;0.0;0.0;0.92;0.0;0.0;1.18
gpt-5.4;language_scenario;San Marino;Italian;74.99;82.56;14.97;117.5;0.0;0.95;113.5;0.0;1.04
gpt-5.4;language_scenario;Serbia;Serbian;75.6;82.18;35.26;104.5;0.0;0.69;109.0;0.0;0.77
gpt-5.4;language_scenario;Slovakia;Slovak;73.24;77.34;27.17;127.0;0.0;0.76;136.5;0.0;0.82
gpt-5.4;language_scenario;Slovenia;Slovene;79.86;83.33;50.29;211.5;0.0;0.69;230.5;0.0;0.7
gpt-5.4;language_scenario;Spain;Spanish;79.91;77.53;77.97;266.5;0.8;0.41;482.5;0.53;0.51
gpt-5.4;language_scenario;Sweden;Swedish;76.39;87.73;66.07;257.5;0.1;0.49;181.5;0.0;0.51
gpt-5.4;language_scenario;Switzerland;Italian;74.99;82.56;50.12;226.5;0.0;0.65;295.5;0.0;0.81
gpt-5.4;language_scenario;Switzerland;German;81.6;85.82;50.12;149.5;0.0;0.66;172.5;0.0;0.72
gpt-5.4;language_scenario;Switzerland;French;80.68;76.62;50.12;186.0;0.0;0.69;499.0;0.0;0.86
gpt-5.4;language_scenario;Turkey;Turkish;68.05;89.41;4.75;67.0;0.0;0.96;41.0;0.0;1.21
gpt-5.4;language_scenario;Ukraine;Ukrainian;67.34;85.7;18.76;275.5;0.0;0.92;152.0;0.0;1.08
gpt-5.4;language_scenario;United Kingdom;English;74.87;92.94;45.65;321.5;0.0;0.74;77.5;0.0;0.74
gemini-3-flash-preview;language_scenario;Albania;Albanian;48.38;61.78;35.45;205.0;0.07;0.49;585.0;0.0;0.73
gemini-3-flash-preview;language_scenario;Andorra;Catalan;75.47;63.4;43.0;208.5;0.0;0.78;639.0;0.0;0.72
gemini-3-flash-preview;language_scenario;Armenia;Armenian;60.66;58.04;9.16;193.0;0.0;0.82;194.5;0.0;0.8
gemini-3-flash-preview;language_scenario;Austria;German;71.61;54.73;53.98;427.5;0.07;0.72;1205.0;0.68;0.66
gemini-3-flash-preview;language_scenario;Azerbaijan;Azerbaijani;30.57;53.05;2.25;37.0;0.0;0.43;49.5;0.0;0.73
gemini-3-flash-preview;language_scenario;Belarus;Belarusian;36.41;55.51;10.16;109.5;0.0;0.54;206.0;0.0;0.74
gemini-3-flash-preview;language_scenario;Belarus;Russian;50.8;53.64;10.16;211.0;0.0;0.74;221.0;0.0;0.71
gemini-3-flash-preview;language_scenario;Belgium;Dutch;62.08;58.11;85.31;45.0;0.0;0.4;483.5;0.0;0.62
gemini-3-flash-preview;language_scenario;Belgium;German;71.61;54.73;85.31;131.0;0.02;0.41;433.0;0.0;0.64
gemini-3-flash-preview;language_scenario;Belgium;French;58.87;57.21;85.31;114.0;0.0;0.55;421.5;0.0;0.63
gemini-3-flash-preview;language_scenario;Bosnia & Herzegovina;Bosnian;57.69;55.2;39.63;178.0;0.0;0.43;841.5;0.02;0.61
gemini-3-flash-preview;language_scenario;Bosnia & Herzegovina;Serbian;64.53;55.76;39.63;67.0;0.0;0.47;874.5;0.01;0.63
gemini-3-flash-preview;language_scenario;Bosnia & Herzegovina;Croatian;61.46;55.76;39.63;83.5;0.0;0.43;828.0;0.01;0.63
gemini-3-flash-preview;language_scenario;Bulgaria;Bulgarian;45.89;58.46;21.26;62.5;0.0;0.45;342.5;0.0;0.72
gemini-3-flash-preview;language_scenario;Croatia;Croatian;61.46;55.76;49.14;146.5;0.05;0.44;1085.5;0.36;0.68
gemini-3-flash-preview;language_scenario;Cyprus;Modern Greek;76.21;61.46;33.69;179.5;0.0;0.81;624.0;0.0;0.8
gemini-3-flash-preview;language_scenario;Cyprus;Greek;76.21;61.46;33.69;179.5;0.0;0.81;624.0;0.0;0.8
gemini-3-flash-preview;language_scenario;Cyprus;Turkish;30.37;52.23;33.69;570.0;0.85;0.64;836.5;0.0;0.69
gemini-3-flash-preview;language_scenario;Czechia;Czech;61.32;53.53;33.17;105.5;0.0;0.57;750.0;0.0;0.69
gemini-3-flash-preview;language_scenario;Denmark;Danish;67.37;51.38;80.1;92.0;0.06;0.4;484.0;0.0;0.67
gemini-3-flash-preview;language_scenario;Estonia;Estonian;63.8;54.96;45.91;245.5;0.02;0.58;947.0;0.08;0.66
gemini-3-flash-preview;language_scenario;Finland;Swedish;59.02;58.22;69.85;178.5;0.17;0.51;852.0;0.07;0.6
gemini-3-flash-preview;language_scenario;Finland;Finnish;72.35;49.85;69.85;206.5;0.81;0.46;784.0;0.0;0.67
gemini-3-flash-preview;language_scenario;France;French;58.87;57.21;61.38;369.5;0.77;0.57;1078.0;0.56;0.69
gemini-3-flash-preview;language_scenario;Georgia;Georgian;50.18;54.82;11.88;64.5;0.0;0.61;267.5;0.0;0.74
gemini-3-flash-preview;language_scenario;Germany;German;71.61;54.73;69.1;368.0;0.76;0.44;903.0;0.03;0.62
gemini-3-flash-preview;language_scenario;Greece;Modern Greek;76.21;61.46;69.18;118.0;0.23;0.35;929.5;0.26;0.65
gemini-3-flash-preview;language_scenario;Greece;Greek;76.21;61.46;69.18;118.0;0.23;0.35;929.5;0.26;0.65
gemini-3-flash-preview;language_scenario;Hungary;Hungarian;57.9;56.18;22.7;64.5;0.0;0.56;515.0;0.0;0.73
gemini-3-flash-preview;language_scenario;Iceland;Icelandic;78.22;53.82;84.06;132.0;0.41;0.38;464.0;0.0;0.67
gemini-3-flash-preview;language_scenario;Ireland;Irish;60.23;69.11;62.84;301.0;0.61;0.56;866.5;0.44;0.64
gemini-3-flash-preview;language_scenario;Ireland;English;45.53;50.9;62.84;566.0;0.02;0.7;976.5;0.06;0.67
gemini-3-flash-preview;language_scenario;Italy;Italian;49.98;60.25;24.41;179.5;0.0;0.58;359.5;0.0;0.76
gemini-3-flash-preview;language_scenario;Netherlands;Dutch;62.08;58.11;63.82;183.0;0.89;0.44;1090.0;0.48;0.68
gemini-3-flash-preview;language_scenario;Kosovo;Serbian;64.53;55.76;34.82;72.0;0.0;0.55;785.0;0.0;0.7
gemini-3-flash-preview;language_scenario;Kosovo;Albanian;48.38;61.78;34.82;183.5;0.05;0.48;569.0;0.0;0.72
gemini-3-flash-preview;language_scenario;Latvia;Latvian;46.85;56.46;25.74;194.5;0.0;0.53;523.5;0.0;0.74
gemini-3-flash-preview;language_scenario;Liechtenstein;German;71.61;54.73;28.96;234.5;0.0;0.86;580.0;0.0;0.69
gemini-3-flash-preview;language_scenario;Lithuania;Lithuanian;52.77;56.31;24.09;186.5;0.0;0.65;437.0;0.0;0.69
gemini-3-flash-preview;language_scenario;Luxembourg;Luxembourgish;50.0;50.0;68.41;844.0;0.01;0.68;844.0;0.01;0.68
gemini-3-flash-preview;language_scenario;Luxembourg;German;71.61;54.73;68.41;294.0;0.73;0.48;941.0;0.05;0.66
gemini-3-flash-preview;language_scenario;Luxembourg;French;58.87;57.21;68.41;334.0;0.21;0.56;904.0;0.1;0.66
gemini-3-flash-preview;language_scenario;Malta;Maltese;76.7;74.17;88.83;101.5;0.06;0.37;454.0;0.0;0.48
gemini-3-flash-preview;language_scenario;Malta;English;45.53;50.9;88.83;230.0;0.0;0.79;292.5;0.0;0.67
gemini-3-flash-preview;language_scenario;Moldova;Romanian;52.67;55.41;38.41;149.5;0.05;0.5;844.0;0.01;0.68
gemini-3-flash-preview;language_scenario;Monaco;French;58.87;57.21;13.7;123.5;0.0;0.79;269.0;0.0;0.75
gemini-3-flash-preview;language_scenario;Montenegro;Montenegrin;63.66;48.24;49.28;1029.0;0.08;0.7;1304.0;0.8;0.66
gemini-3-flash-preview;language_scenario;North Macedonia;Macedonian;51.24;61.32;29.26;145.0;0.0;0.55;464.5;0.0;0.74
gemini-3-flash-preview;language_scenario;North Macedonia;Albanian;48.38;61.78;29.26;169.5;0.01;0.53;440.0;0.0;0.72
gemini-3-flash-preview;language_scenario;Norway;Bokmål;67.98;53.42;68.6;217.0;0.99;0.48;944.0;0.04;0.69
gemini-3-flash-preview;language_scenario;Poland;Polish;37.11;53.46;20.5;182.5;0.01;0.45;436.0;0.0;0.71
gemini-3-flash-preview;language_scenario;Portugal;Portuguese;64.85;62.73;66.99;291.0;0.69;0.46;1032.0;0.64;0.67
gemini-3-flash-preview;language_scenario;Romania;Romanian;52.67;55.41;18.63;54.0;0.0;0.56;401.5;0.0;0.74
gemini-3-flash-preview;language_scenario;Russia;Russian;50.8;53.64;2.0;0.0;0.0;0.67;57.5;0.0;0.73
gemini-3-flash-preview;language_scenario;San Marino;Italian;49.98;60.25;14.97;191.5;0.0;0.69;279.0;0.0;0.79
gemini-3-flash-preview;language_scenario;Serbia;Serbian;64.53;55.76;35.26;46.0;0.0;0.5;804.0;0.0;0.69
gemini-3-flash-preview;language_scenario;Slovakia;Slovak;46.1;54.96;27.17;149.0;0.0;0.44;577.0;0.0;0.7
gemini-3-flash-preview;language_scenario;Slovenia;Slovene;63.11;60.37;50.29;248.0;0.08;0.54;799.5;0.05;0.63
gemini-3-flash-preview;language_scenario;Spain;Spanish;58.19;59.42;77.97;350.0;0.01;0.64;705.5;0.0;0.64
gemini-3-flash-preview;language_scenario;Sweden;Swedish;59.02;58.22;66.07;164.5;0.38;0.46;985.0;0.25;0.61
gemini-3-flash-preview;language_scenario;Switzerland;Italian;49.98;60.25;50.12;510.0;0.93;0.67;843.0;0.06;0.7
gemini-3-flash-preview;language_scenario;Switzerland;German;71.61;54.73;50.12;300.0;0.02;0.7;1092.0;0.29;0.66
gemini-3-flash-preview;language_scenario;Switzerland;French;58.87;57.21;50.12;538.0;0.34;0.78;971.0;0.22;0.72
gemini-3-flash-preview;language_scenario;Turkey;Turkish;30.37;52.23;4.75;79.0;0.0;0.44;108.5;0.0;0.72
gemini-3-flash-preview;language_scenario;Ukraine;Ukrainian;47.39;57.06;18.76;216.0;0.0;0.68;332.0;0.0;0.73
gemini-3-flash-preview;language_scenario;United Kingdom;English;45.53;50.9;45.65;1017.0;0.88;0.73;1132.5;0.4;0.62
Qwen/Qwen3.5-2B;nationality_scenario;Albania;Albanian;80.56;77.0;35.45;206.5;0.0;0.91;215.0;0.0;0.77
Qwen/Qwen3.5-2B;nationality_scenario;Andorra;Catalan;82.25;74.25;43.0;55.0;0.0;0.65;297.0;0.0;0.71
Qwen/Qwen3.5-2B;nationality_scenario;Armenia;Armenian;78.36;74.95;9.16;17.5;0.0;0.98;123.5;0.0;1.0
Qwen/Qwen3.5-2B;nationality_scenario;Austria;German;89.31;74.36;53.98;93.5;0.0;0.67;335.5;0.0;0.59
