Model;Scenario;Country;languages;Fact;Stance;Rainbow Map;Fact Statistics;Fact Pvalue;Fact MAE;Stance Statistics;Stance Pvalue;Stance MAE
Qwen/Qwen3.5-2B;language_scenario;Albania;Albanian;24.46;64.41;35.45;143.0;0.17;0.55;485.5;0.0;0.74
Qwen/Qwen3.5-2B;language_scenario;Andorra;Catalan;46.93;62.55;43.0;354.0;0.62;0.68;683.5;0.01;0.75
Qwen/Qwen3.5-2B;language_scenario;Armenia;Armenian;22.74;64.95;9.16;50.5;0.04;0.38;144.5;0.0;0.88
Qwen/Qwen3.5-2B;language_scenario;Austria;German;18.08;61.98;53.98;130.5;0.0;0.7;930.0;0.35;0.66
Qwen/Qwen3.5-2B;language_scenario;Azerbaijan;Azerbaijani;42.93;59.84;2.25;0.0;0.0;0.56;6.0;0.0;0.8
Qwen/Qwen3.5-2B;language_scenario;Belarus;Belarusian;90.23;51.42;10.16;0.0;0.0;1.1;289.0;0.0;0.72
Qwen/Qwen3.5-2B;language_scenario;Belarus;Russian;71.73;67.45;10.16;96.5;0.0;0.97;115.5;0.0;0.88
Qwen/Qwen3.5-2B;language_scenario;Belgium;Dutch;21.46;55.97;85.31;29.0;0.0;0.92;440.5;0.0;0.66
Qwen/Qwen3.5-2B;language_scenario;Belgium;German;18.08;61.98;85.31;19.5;0.0;0.97;356.0;0.0;0.55
Qwen/Qwen3.5-2B;language_scenario;Belgium;French;23.14;67.5;85.31;61.5;0.0;0.97;394.0;0.0;0.52
Qwen/Qwen3.5-2B;language_scenario;Bosnia & Herzegovina;Bosnian;70.36;60.48;39.63;195.5;0.0;0.77;504.0;0.0;0.63
Qwen/Qwen3.5-2B;language_scenario;Bosnia & Herzegovina;Serbian;66.29;62.28;39.63;218.0;0.01;0.72;415.0;0.0;0.6
Qwen/Qwen3.5-2B;language_scenario;Bosnia & Herzegovina;Croatian;72.93;59.27;39.63;149.0;0.0;0.73;484.5;0.01;0.63
Qwen/Qwen3.5-2B;language_scenario;Bulgaria;Bulgarian;56.4;62.51;21.26;113.5;0.0;0.69;220.5;0.0;0.71
Qwen/Qwen3.5-2B;language_scenario;Croatia;Croatian;72.93;59.27;49.14;147.0;0.01;0.62;619.0;0.14;0.63
Qwen/Qwen3.5-2B;language_scenario;Cyprus;Modern Greek;75.43;63.3;33.69;277.5;0.0;0.95;412.0;0.0;0.7
Qwen/Qwen3.5-2B;language_scenario;Cyprus;Greek;75.43;63.3;33.69;277.5;0.0;0.95;412.0;0.0;0.7
Qwen/Qwen3.5-2B;language_scenario;Cyprus;Turkish;0.0;54.5;33.69;0.0;0.0;0.46;825.0;0.0;0.74
Qwen/Qwen3.5-2B;language_scenario;Czechia;Czech;74.18;64.66;33.17;134.0;0.0;0.82;375.5;0.0;0.73
Qwen/Qwen3.5-2B;language_scenario;Denmark;Danish;36.06;56.87;80.1;83.0;0.0;0.76;523.5;0.0;0.63
Qwen/Qwen3.5-2B;language_scenario;Estonia;Estonian;73.31;56.71;45.91;72.5;0.0;0.55;594.0;0.1;0.62
Qwen/Qwen3.5-2B;language_scenario;Finland;Swedish;18.59;58.05;69.85;100.0;0.0;0.84;738.5;0.03;0.63
Qwen/Qwen3.5-2B;language_scenario;Finland;Finnish;22.0;59.26;69.85;110.5;0.0;0.82;811.0;0.09;0.63
Qwen/Qwen3.5-2B;language_scenario;France;French;23.14;67.5;61.38;32.5;0.0;0.59;832.0;0.69;0.63
Qwen/Qwen3.5-2B;language_scenario;Georgia;Georgian;64.62;55.42;11.88;83.5;0.0;0.86;185.5;0.0;0.71
Qwen/Qwen3.5-2B;language_scenario;Germany;German;18.08;61.98;69.1;156.0;0.0;0.89;862.5;0.17;0.58
Qwen/Qwen3.5-2B;language_scenario;Greece;Modern Greek;75.43;63.3;69.18;254.0;0.46;0.63;622.0;0.41;0.56
Qwen/Qwen3.5-2B;language_scenario;Greece;Greek;75.43;63.3;69.18;254.0;0.46;0.63;622.0;0.41;0.56
Qwen/Qwen3.5-2B;language_scenario;Hungary;Hungarian;62.75;54.09;22.7;310.5;0.0;0.96;445.0;0.0;0.77
Qwen/Qwen3.5-2B;language_scenario;Iceland;Icelandic;16.48;55.19;84.06;95.0;0.0;1.05;463.0;0.0;0.69
Qwen/Qwen3.5-2B;language_scenario;Ireland;Irish;99.99;50.57;62.84;0.0;0.0;0.51;974.5;0.06;0.68
Qwen/Qwen3.5-2B;language_scenario;Ireland;English;85.26;64.53;62.84;140.0;0.01;0.56;758.0;0.92;0.61
Qwen/Qwen3.5-2B;language_scenario;Italy;Italian;76.16;71.68;24.41;272.5;0.0;1.03;200.5;0.0;0.83
Qwen/Qwen3.5-2B;language_scenario;Netherlands;Dutch;21.46;55.97;63.82;139.0;0.0;0.78;922.0;0.24;0.69
Qwen/Qwen3.5-2B;language_scenario;Kosovo;Serbian;66.29;62.28;34.82;223.0;0.0;0.83;423.0;0.0;0.69
Qwen/Qwen3.5-2B;language_scenario;Kosovo;Albanian;24.46;64.41;34.82;168.0;0.18;0.56;475.0;0.0;0.74
Qwen/Qwen3.5-2B;language_scenario;Latvia;Latvian;31.49;73.14;25.74;247.0;0.55;0.59;375.5;0.0;0.92
Qwen/Qwen3.5-2B;language_scenario;Liechtenstein;German;18.08;61.98;28.96;60.0;0.09;0.38;462.0;0.0;0.71
Qwen/Qwen3.5-2B;language_scenario;Lithuania;Lithuanian;38.41;73.59;24.09;199.0;0.14;0.7;377.0;0.0;0.93
Qwen/Qwen3.5-2B;language_scenario;Luxembourg;Luxembourgish;72.38;57.72;68.41;106.0;0.5;0.35;672.0;0.07;0.64
Qwen/Qwen3.5-2B;language_scenario;Luxembourg;German;18.08;61.98;68.41;75.0;0.0;0.82;804.0;0.16;0.61
Qwen/Qwen3.5-2B;language_scenario;Luxembourg;French;23.14;67.5;68.41;23.0;0.0;0.66;683.0;0.47;0.57
Qwen/Qwen3.5-2B;language_scenario;Malta;Maltese;49.28;56.91;88.83;135.0;0.0;0.75;361.5;0.0;0.68
Qwen/Qwen3.5-2B;language_scenario;Malta;English;85.26;64.53;88.83;69.0;0.47;0.29;198.5;0.0;0.52
Qwen/Qwen3.5-2B;language_scenario;Moldova;Romanian;57.11;62.59;38.41;490.0;0.15;0.96;458.5;0.0;0.66
Qwen/Qwen3.5-2B;language_scenario;Monaco;French;23.14;67.5;13.7;46.5;0.15;0.35;238.0;0.0;0.89
Qwen/Qwen3.5-2B;language_scenario;Montenegro;Montenegrin;99.99;50.0;49.28;0.0;0.0;0.69;1342.0;0.96;0.66
Qwen/Qwen3.5-2B;language_scenario;North Macedonia;Macedonian;79.94;60.91;29.26;125.5;0.0;0.89;406.0;0.0;0.71
Qwen/Qwen3.5-2B;language_scenario;North Macedonia;Albanian;24.46;64.41;29.26;168.5;0.43;0.51;356.0;0.0;0.74
Qwen/Qwen3.5-2B;language_scenario;Norway;Bokmål;9.75;61.55;68.6;31.5;0.0;0.85;856.5;0.3;0.63
Qwen/Qwen3.5-2B;language_scenario;Poland;Polish;52.29;68.04;20.5;196.0;0.0;0.78;221.5;0.0;0.83
Qwen/Qwen3.5-2B;language_scenario;Portugal;Portuguese;70.88;61.97;66.99;258.5;0.69;0.56;666.5;0.66;0.6
Qwen/Qwen3.5-2B;language_scenario;Romania;Romanian;57.11;62.59;18.63;248.5;0.0;0.9;196.0;0.0;0.75
Qwen/Qwen3.5-2B;language_scenario;Russia;Russian;71.73;67.45;2.0;0.0;0.0;0.96;0.0;0.0;0.9
Qwen/Qwen3.5-2B;language_scenario;San Marino;Italian;76.16;71.68;14.97;256.0;0.0;1.14;167.5;0.0;0.92
Qwen/Qwen3.5-2B;language_scenario;Serbia;Serbian;66.29;62.28;35.26;161.5;0.0;0.74;415.5;0.0;0.67
Qwen/Qwen3.5-2B;language_scenario;Slovakia;Slovak;58.11;65.98;27.17;244.0;0.01;0.86;299.0;0.0;0.79
Qwen/Qwen3.5-2B;language_scenario;Slovenia;Slovene;59.15;70.47;50.29;250.0;0.29;0.62;374.5;0.0;0.66
Qwen/Qwen3.5-2B;language_scenario;Spain;Spanish;68.18;76.45;77.97;160.5;0.14;0.48;399.5;0.26;0.46
Qwen/Qwen3.5-2B;language_scenario;Sweden;Swedish;18.59;58.05;66.07;76.5;0.0;0.77;885.5;0.11;0.66
Qwen/Qwen3.5-2B;language_scenario;Switzerland;Italian;76.16;71.68;50.12;173.5;0.01;0.73;400.5;0.01;0.69
Qwen/Qwen3.5-2B;language_scenario;Switzerland;German;18.08;61.98;50.12;120.0;0.0;0.65;815.0;0.09;0.65
Qwen/Qwen3.5-2B;language_scenario;Switzerland;French;23.14;67.5;50.12;93.0;0.0;0.54;639.0;0.02;0.68
Qwen/Qwen3.5-2B;language_scenario;Turkey;Turkish;0.0;54.5;4.75;0.0;0.07;0.07;106.5;0.0;0.75
Qwen/Qwen3.5-2B;language_scenario;Ukraine;Ukrainian;33.93;60.69;18.76;189.5;0.1;0.61;321.0;0.0;0.82
Qwen/Qwen3.5-2B;language_scenario;United Kingdom;English;85.26;64.53;45.65;159.0;0.0;0.77;547.5;0.01;0.64
Qwen/Qwen3.5-9B;language_scenario;Albania;Albanian;46.59;71.11;35.45;339.5;0.24;0.75;254.0;0.0;0.74
Qwen/Qwen3.5-9B;language_scenario;Andorra;Catalan;63.93;69.56;43.0;166.5;0.01;0.59;332.0;0.0;0.72
Qwen/Qwen3.5-9B;language_scenario;Armenia;Armenian;55.86;73.81;9.16;104.5;0.0;0.81;98.5;0.0;0.97
Qwen/Qwen3.5-9B;language_scenario;Austria;German;58.46;71.11;53.98;265.0;0.58;0.49;436.5;0.02;0.65
Qwen/Qwen3.5-9B;language_scenario;Azerbaijan;Azerbaijani;17.69;66.23;2.25;18.0;0.0;0.27;20.5;0.0;0.9
Qwen/Qwen3.5-9B;language_scenario;Belarus;Belarusian;35.8;67.88;10.16;100.0;0.0;0.53;128.0;0.0;0.89
Qwen/Qwen3.5-9B;language_scenario;Belarus;Russian;31.38;70.14;10.16;93.5;0.0;0.47;42.0;0.0;0.87
Qwen/Qwen3.5-9B;language_scenario;Belgium;Dutch;34.13;61.02;85.31;18.0;0.0;0.77;356.5;0.0;0.59
Qwen/Qwen3.5-9B;language_scenario;Belgium;German;58.46;71.11;85.31;79.5;0.0;0.61;297.5;0.01;0.52
Qwen/Qwen3.5-9B;language_scenario;Belgium;French;34.77;81.09;85.31;73.5;0.0;0.84;318.0;0.31;0.4
Qwen/Qwen3.5-9B;language_scenario;Bosnia & Herzegovina;Bosnian;42.87;72.75;39.63;246.5;0.74;0.53;241.0;0.0;0.64
Qwen/Qwen3.5-9B;language_scenario;Bosnia & Herzegovina;Serbian;79.03;78.0;39.63;47.0;0.0;0.64;264.0;0.0;0.76
Qwen/Qwen3.5-9B;language_scenario;Bosnia & Herzegovina;Croatian;57.0;76.44;39.63;169.0;0.05;0.55;252.0;0.0;0.71
Qwen/Qwen3.5-9B;language_scenario;Bulgaria;Bulgarian;69.14;70.48;21.26;90.5;0.0;0.8;221.0;0.0;0.84
Qwen/Qwen3.5-9B;language_scenario;Croatia;Croatian;57.0;76.44;49.14;327.0;0.38;0.64;365.5;0.0;0.7
Qwen/Qwen3.5-9B;language_scenario;Cyprus;Modern Greek;63.32;84.18;33.69;257.5;0.0;0.8;187.5;0.0;0.89
Qwen/Qwen3.5-9B;language_scenario;Cyprus;Greek;63.32;84.18;33.69;257.5;0.0;0.8;187.5;0.0;0.89
Qwen/Qwen3.5-9B;language_scenario;Cyprus;Turkish;52.51;76.64;33.69;291.5;0.04;0.72;453.0;0.0;0.93
Qwen/Qwen3.5-9B;language_scenario;Czechia;Czech;42.3;73.95;33.17;229.0;0.36;0.59;279.5;0.0;0.81
Qwen/Qwen3.5-9B;language_scenario;Denmark;Danish;42.13;72.59;80.1;101.0;0.0;0.72;447.5;0.1;0.54
Qwen/Qwen3.5-9B;language_scenario;Estonia;Estonian;29.63;79.27;45.91;86.5;0.01;0.42;220.0;0.0;0.7
Qwen/Qwen3.5-9B;language_scenario;Finland;Swedish;39.07;71.94;69.85;204.5;0.0;0.79;740.0;0.98;0.61
Qwen/Qwen3.5-9B;language_scenario;Finland;Finnish;65.43;78.37;69.85;309.0;0.71;0.62;469.5;0.44;0.57
Qwen/Qwen3.5-9B;language_scenario;France;French;34.77;81.09;61.38;118.5;0.0;0.62;381.5;0.02;0.65
Qwen/Qwen3.5-9B;language_scenario;Georgia;Georgian;27.47;67.61;11.88;76.0;0.02;0.42;96.5;0.0;0.84
Qwen/Qwen3.5-9B;language_scenario;Germany;German;58.46;71.11;69.1;222.0;0.2;0.5;678.5;0.74;0.58
Qwen/Qwen3.5-9B;language_scenario;Greece;Modern Greek;63.32;84.18;69.18;203.5;0.55;0.54;250.5;0.03;0.51
Qwen/Qwen3.5-9B;language_scenario;Greece;Greek;63.32;84.18;69.18;203.5;0.55;0.54;250.5;0.03;0.51
Qwen/Qwen3.5-9B;language_scenario;Hungary;Hungarian;67.41;70.34;22.7;30.5;0.0;0.65;141.0;0.0;0.77
Qwen/Qwen3.5-9B;language_scenario;Iceland;Icelandic;58.97;65.79;84.06;111.5;0.01;0.59;331.0;0.01;0.58
Qwen/Qwen3.5-9B;language_scenario;Ireland;Irish;59.86;72.31;62.84;324.5;0.68;0.58;560.0;0.33;0.56
Qwen/Qwen3.5-9B;language_scenario;Ireland;English;39.52;87.16;62.84;133.0;0.0;0.63;177.0;0.0;0.53
Qwen/Qwen3.5-9B;language_scenario;Italy;Italian;61.87;83.56;24.41;207.0;0.0;0.8;90.5;0.0;0.93
Qwen/Qwen3.5-9B;language_scenario;Netherlands;Dutch;34.13;61.02;63.82;69.5;0.0;0.57;783.0;0.57;0.66
Qwen/Qwen3.5-9B;language_scenario;Kosovo;Serbian;79.03;78.0;34.82;91.0;0.0;0.76;218.5;0.0;0.82
Qwen/Qwen3.5-9B;language_scenario;Kosovo;Albanian;46.59;71.11;34.82;299.0;0.2;0.72;262.5;0.0;0.76
Qwen/Qwen3.5-9B;language_scenario;Latvia;Latvian;33.75;81.06;25.74;171.0;0.46;0.52;184.5;0.0;0.92
Qwen/Qwen3.5-9B;language_scenario;Liechtenstein;German;58.46;71.11;28.96;124.5;0.0;0.61;279.5;0.0;0.83
Qwen/Qwen3.5-9B;language_scenario;Lithuania;Lithuanian;88.27;69.89;24.09;56.0;0.0;0.96;247.5;0.0;0.82
Qwen/Qwen3.5-9B;language_scenario;Luxembourg;Luxembourgish;46.3;71.61;68.41;252.5;0.01;0.7;690.0;0.65;0.58
Qwen/Qwen3.5-9B;language_scenario;Luxembourg;German;58.46;71.11;68.41;180.0;0.18;0.56;580.5;0.75;0.6
Qwen/Qwen3.5-9B;language_scenario;Luxembourg;French;34.77;81.09;68.41;161.0;0.0;0.75;426.5;0.1;0.59
Qwen/Qwen3.5-9B;language_scenario;Malta;Maltese;61.69;69.15;88.83;98.0;0.0;0.59;235.0;0.0;0.49
Qwen/Qwen3.5-9B;language_scenario;Malta;English;39.52;87.16;88.83;69.0;0.0;0.81;189.0;0.75;0.28
Qwen/Qwen3.5-9B;language_scenario;Moldova;Romanian;73.2;81.48;38.41;108.5;0.0;0.66;189.5;0.0;0.78
Qwen/Qwen3.5-9B;language_scenario;Monaco;French;34.77;81.09;13.7;161.0;0.02;0.6;115.5;0.0;1.05
Qwen/Qwen3.5-9B;language_scenario;Montenegro;Montenegrin;0.0;50.0;49.28;0.0;0.0;0.68;1342.0;0.96;0.66
Qwen/Qwen3.5-9B;language_scenario;North Macedonia;Macedonian;54.51;67.28;29.26;105.5;0.0;0.57;266.5;0.0;0.73
Qwen/Qwen3.5-9B;language_scenario;North Macedonia;Albanian;46.59;71.11;29.26;256.0;0.06;0.73;226.0;0.0;0.79
Qwen/Qwen3.5-9B;language_scenario;Norway;Bokmål;38.65;70.84;68.6;176.5;0.0;0.75;685.0;0.79;0.63
Qwen/Qwen3.5-9B;language_scenario;Poland;Polish;52.0;77.77;20.5;189.0;0.0;0.76;134.0;0.0;0.94
Qwen/Qwen3.5-9B;language_scenario;Portugal;Portuguese;23.11;75.72;66.99;85.5;0.0;0.77;475.0;0.25;0.57
Qwen/Qwen3.5-9B;language_scenario;Romania;Romanian;73.2;81.48;18.63;58.0;0.0;0.83;106.0;0.0;0.96
Qwen/Qwen3.5-9B;language_scenario;Russia;Russian;31.38;70.14;2.0;0.0;0.0;0.4;0.0;0.0;0.93
Qwen/Qwen3.5-9B;language_scenario;San Marino;Italian;61.87;83.56;14.97;126.0;0.0;0.82;135.5;0.0;1.07
Qwen/Qwen3.5-9B;language_scenario;Serbia;Serbian;79.03;78.0;35.26;6.5;0.0;0.62;207.5;0.0;0.8
Qwen/Qwen3.5-9B;language_scenario;Slovakia;Slovak;34.42;61.84;27.17;256.5;0.48;0.62;245.0;0.0;0.67
Qwen/Qwen3.5-9B;language_scenario;Slovenia;Slovene;70.07;82.19;50.29;186.0;0.02;0.65;192.5;0.0;0.71
Qwen/Qwen3.5-9B;language_scenario;Spain;Spanish;56.8;79.45;77.97;134.0;0.01;0.55;448.5;0.77;0.48
Qwen/Qwen3.5-9B;language_scenario;Sweden;Swedish;39.07;71.94;66.07;152.0;0.0;0.68;674.0;0.55;0.59
Qwen/Qwen3.5-9B;language_scenario;Switzerland;Italian;61.87;83.56;50.12;358.5;0.24;0.79;188.5;0.0;0.73
Qwen/Qwen3.5-9B;language_scenario;Switzerland;German;58.46;71.11;50.12;274.0;0.35;0.58;349.0;0.0;0.67
Qwen/Qwen3.5-9B;language_scenario;Switzerland;French;34.77;81.09;50.12;289.0;0.1;0.69;352.0;0.0;0.82
Qwen/Qwen3.5-9B;language_scenario;Turkey;Turkish;52.51;76.64;4.75;45.0;0.0;0.74;61.5;0.0;1.04
Qwen/Qwen3.5-9B;language_scenario;Ukraine;Ukrainian;44.11;72.54;18.76;209.0;0.01;0.69;197.0;0.0;0.92
Qwen/Qwen3.5-9B;language_scenario;United Kingdom;English;39.52;87.16;45.65;280.5;0.41;0.54;91.0;0.0;0.66
Qwen/Qwen3.5-27B;language_scenario;Albania;Albanian;62.91;75.64;35.45;274.5;0.0;0.63;131.5;0.0;0.67
Qwen/Qwen3.5-27B;language_scenario;Andorra;Catalan;50.76;82.47;43.0;257.5;0.24;0.47;321.5;0.0;0.88
Qwen/Qwen3.5-27B;language_scenario;Armenia;Armenian;17.34;81.79;9.16;130.0;0.1;0.31;95.0;0.0;1.09
Qwen/Qwen3.5-27B;language_scenario;Austria;German;51.8;77.89;53.98;705.5;0.75;0.61;528.5;0.0;0.69
Qwen/Qwen3.5-27B;language_scenario;Azerbaijan;Azerbaijani;31.76;83.78;2.25;31.5;0.0;0.43;2.0;0.0;1.12
Qwen/Qwen3.5-27B;language_scenario;Belarus;Belarusian;52.34;82.23;10.16;152.0;0.0;0.71;74.0;0.0;1.06
Qwen/Qwen3.5-27B;language_scenario;Belarus;Russian;29.23;74.26;10.16;154.0;0.0;0.44;72.0;0.0;0.94
Qwen/Qwen3.5-27B;language_scenario;Belgium;Dutch;53.43;76.2;85.31;122.5;0.0;0.58;434.0;0.08;0.43
Qwen/Qwen3.5-27B;language_scenario;Belgium;German;51.8;77.89;85.31;163.5;0.0;0.61;510.0;0.07;0.45
Qwen/Qwen3.5-27B;language_scenario;Belgium;French;34.86;77.65;85.31;81.5;0.0;0.81;461.5;0.13;0.45
Qwen/Qwen3.5-27B;language_scenario;Bosnia & Herzegovina;Bosnian;46.08;78.38;39.63;481.0;0.68;0.49;219.0;0.0;0.7
Qwen/Qwen3.5-27B;language_scenario;Bosnia & Herzegovina;Serbian;64.65;86.05;39.63;216.5;0.0;0.55;165.0;0.0;0.79
Qwen/Qwen3.5-27B;language_scenario;Bosnia & Herzegovina;Croatian;52.31;80.09;39.63;355.5;0.16;0.49;251.5;0.0;0.73
Qwen/Qwen3.5-27B;language_scenario;Bulgaria;Bulgarian;61.73;79.0;21.26;176.5;0.0;0.72;78.0;0.0;0.87
Qwen/Qwen3.5-27B;language_scenario;Croatia;Croatian;52.31;80.09;49.14;431.5;0.46;0.55;363.0;0.0;0.68
Qwen/Qwen3.5-27B;language_scenario;Cyprus;Modern Greek;49.44;87.28;33.69;426.5;0.04;0.66;147.0;0.0;0.91
Qwen/Qwen3.5-27B;language_scenario;Cyprus;Greek;49.44;87.28;33.69;426.5;0.04;0.66;147.0;0.0;0.91
Qwen/Qwen3.5-27B;language_scenario;Cyprus;Turkish;42.1;82.63;33.69;551.0;0.15;0.55;240.5;0.0;0.86
Qwen/Qwen3.5-27B;language_scenario;Czechia;Czech;70.27;79.5;33.17;160.0;0.0;0.72;203.5;0.0;0.85
Qwen/Qwen3.5-27B;language_scenario;Denmark;Danish;61.77;84.51;80.1;221.5;0.01;0.53;370.5;0.6;0.43
Qwen/Qwen3.5-27B;language_scenario;Estonia;Estonian;44.29;83.1;45.91;499.0;0.65;0.55;286.5;0.0;0.76
Qwen/Qwen3.5-27B;language_scenario;Finland;Swedish;63.94;80.98;69.85;403.0;0.4;0.6;329.5;0.13;0.53
Qwen/Qwen3.5-27B;language_scenario;Finland;Finnish;60.35;85.09;69.85;298.0;0.2;0.56;255.0;0.04;0.51
Qwen/Qwen3.5-27B;language_scenario;France;French;34.86;77.65;61.38;165.0;0.0;0.59;518.0;0.05;0.69
Qwen/Qwen3.5-27B;language_scenario;Georgia;Georgian;49.17;80.83;11.88;134.0;0.0;0.65;106.5;0.0;1.04
Qwen/Qwen3.5-27B;language_scenario;Germany;German;51.8;77.89;69.1;434.5;0.01;0.57;741.0;0.28;0.54
Qwen/Qwen3.5-27B;language_scenario;Greece;Modern Greek;49.44;87.28;69.18;281.5;0.01;0.6;149.0;0.01;0.46
Qwen/Qwen3.5-27B;language_scenario;Greece;Greek;49.44;87.28;69.18;281.5;0.01;0.6;149.0;0.01;0.46
Qwen/Qwen3.5-27B;language_scenario;Hungary;Hungarian;60.46;73.46;22.7;107.5;0.0;0.61;176.5;0.0;0.84
Qwen/Qwen3.5-27B;language_scenario;Iceland;Icelandic;40.96;76.99;84.06;117.0;0.0;0.72;463.5;0.04;0.46
Qwen/Qwen3.5-27B;language_scenario;Ireland;Irish;71.93;76.26;62.84;559.5;0.33;0.63;588.0;0.06;0.6
Qwen/Qwen3.5-27B;language_scenario;Ireland;English;26.67;93.34;62.84;148.0;0.0;0.67;90.0;0.0;0.54
Qwen/Qwen3.5-27B;language_scenario;Italy;Italian;51.53;85.31;24.41;374.5;0.0;0.69;149.5;0.0;0.98
Qwen/Qwen3.5-27B;language_scenario;Netherlands;Dutch;53.43;76.2;63.82;406.0;0.14;0.59;571.5;0.14;0.6
Qwen/Qwen3.5-27B;language_scenario;Kosovo;Serbian;64.65;86.05;34.82;171.0;0.0;0.6;92.0;0.0;0.82
Qwen/Qwen3.5-27B;language_scenario;Kosovo;Albanian;62.91;75.64;34.82;239.5;0.0;0.59;141.5;0.0;0.69
Qwen/Qwen3.5-27B;language_scenario;Latvia;Latvian;51.87;82.23;25.74;300.5;0.0;0.61;182.5;0.0;0.93
Qwen/Qwen3.5-27B;language_scenario;Liechtenstein;German;51.8;77.89;28.96;410.5;0.0;0.72;315.5;0.0;0.94
Qwen/Qwen3.5-27B;language_scenario;Lithuania;Lithuanian;71.56;83.05;24.09;132.5;0.0;0.78;138.5;0.0;0.94
Qwen/Qwen3.5-27B;language_scenario;Luxembourg;Luxembourgish;73.88;81.39;68.41;257.5;0.35;0.41;302.5;0.04;0.5
Qwen/Qwen3.5-27B;language_scenario;Luxembourg;German;51.8;77.89;68.41;361.5;0.01;0.54;634.0;0.25;0.55
Qwen/Qwen3.5-27B;language_scenario;Luxembourg;French;34.86;77.65;68.41;139.0;0.0;0.65;591.5;0.27;0.64
Qwen/Qwen3.5-27B;language_scenario;Malta;Maltese;66.41;73.18;88.83;173.0;0.0;0.47;275.5;0.01;0.44
Qwen/Qwen3.5-27B;language_scenario;Malta;English;26.67;93.34;88.83;105.5;0.0;0.96;98.0;0.22;0.22
Qwen/Qwen3.5-27B;language_scenario;Moldova;Romanian;61.23;83.76;38.41;372.0;0.0;0.63;124.0;0.0;0.75
Qwen/Qwen3.5-27B;language_scenario;Monaco;French;34.86;77.65;13.7;134.5;0.0;0.47;152.5;0.0;1.01
Qwen/Qwen3.5-27B;language_scenario;Montenegro;Montenegrin;0.0;50.0;49.28;0.0;0.0;0.68;1342.0;0.96;0.66
Qwen/Qwen3.5-27B;language_scenario;North Macedonia;Macedonian;65.16;77.84;29.26;213.0;0.0;0.7;147.5;0.0;0.81
Qwen/Qwen3.5-27B;language_scenario;North Macedonia;Albanian;62.91;75.64;29.26;187.5;0.0;0.63;111.5;0.0;0.75
Qwen/Qwen3.5-27B;language_scenario;Norway;Bokmål;65.84;76.5;68.6;379.5;0.51;0.54;531.0;0.3;0.62
Qwen/Qwen3.5-27B;language_scenario;Poland;Polish;34.31;77.98;20.5;409.0;0.04;0.57;183.0;0.0;0.94
Qwen/Qwen3.5-27B;language_scenario;Portugal;Portuguese;49.16;85.75;66.99;290.5;0.02;0.56;269.0;0.01;0.52
Qwen/Qwen3.5-27B;language_scenario;Romania;Romanian;61.23;83.76;18.63;177.0;0.0;0.73;65.0;0.0;0.97
Qwen/Qwen3.5-27B;language_scenario;Russia;Russian;29.23;74.26;2.0;0.0;0.0;0.37;18.0;0.0;1.01
Qwen/Qwen3.5-27B;language_scenario;San Marino;Italian;51.53;85.31;14.97;268.0;0.0;0.73;55.0;0.0;1.03
Qwen/Qwen3.5-27B;language_scenario;Serbia;Serbian;64.65;86.05;35.26;97.5;0.0;0.51;106.0;0.0;0.81
Qwen/Qwen3.5-27B;language_scenario;Slovakia;Slovak;60.25;79.12;27.17;145.5;0.0;0.63;108.0;0.0;0.83
Qwen/Qwen3.5-27B;language_scenario;Slovenia;Slovene;53.06;78.4;50.29;690.5;0.65;0.69;500.5;0.0;0.72
Qwen/Qwen3.5-27B;language_scenario;Spain;Spanish;40.69;78.03;77.97;100.0;0.0;0.61;567.0;0.5;0.47
Qwen/Qwen3.5-27B;language_scenario;Sweden;Swedish;63.94;80.98;66.07;376.5;0.85;0.48;339.0;0.03;0.56
Qwen/Qwen3.5-27B;language_scenario;Switzerland;Italian;51.53;85.31;50.12;763.5;0.78;0.67;307.0;0.0;0.77
Qwen/Qwen3.5-27B;language_scenario;Switzerland;German;51.8;77.89;50.12;677.0;0.73;0.68;412.0;0.0;0.7
Qwen/Qwen3.5-27B;language_scenario;Switzerland;French;34.86;77.65;50.12;361.0;0.05;0.61;513.5;0.0;0.87
Qwen/Qwen3.5-27B;language_scenario;Turkey;Turkish;42.1;82.63;4.75;148.0;0.0;0.63;43.0;0.0;1.12
Qwen/Qwen3.5-27B;language_scenario;Ukraine;Ukrainian;43.49;79.21;18.76;356.0;0.0;0.66;194.5;0.0;0.99
Qwen/Qwen3.5-27B;language_scenario;United Kingdom;English;26.67;93.34;45.65;488.0;0.01;0.64;87.5;0.0;0.76
meta-llama/Llama-3.2-3B;language_scenario;Albania;Albanian;47.92;53.4;35.45;776.5;0.08;0.6;895.5;0.01;0.7
meta-llama/Llama-3.2-3B;language_scenario;Andorra;Catalan;0.03;50.15;43.0;1.0;0.0;0.59;1142.0;0.25;0.68
meta-llama/Llama-3.2-3B;language_scenario;Armenia;Armenian;21.21;50.41;9.16;322.5;0.0;0.36;256.0;0.0;0.69
meta-llama/Llama-3.2-3B;language_scenario;Austria;German;50.0;50.0;53.98;1286.0;0.72;0.68;1286.0;0.72;0.68
meta-llama/Llama-3.2-3B;language_scenario;Azerbaijan;Azerbaijani;50.0;50.0;2.25;52.5;0.0;0.68;52.5;0.0;0.68
meta-llama/Llama-3.2-3B;language_scenario;Belarus;Belarusian;9.31;49.66;10.16;331.0;0.04;0.23;270.5;0.0;0.68
